Gene	Ptilde	mean_bg_p	k	m	pk	pstar	z.score	PLEAN
ARHGAP10	-0.8161402658576401	-1.018453550896148	6	7	0.595404595404595	0.5469	0.3093640642841192	0.9626176672010937
KRTAP23-1	-0.5219920376662525	-0.8540508293546248	1	4	0.0855091449085509	0.661	0.5447068277970596	0.9864420264364496
SLC22A23	-0.16619124878736014	-0.8540508293546248	3	4	0.717282717282717	0.9447	1.1283598551796177	1
ARHGAP33	-0.058375947432508755	-0.6598318893187431	1	2	0.645354645354645	0.9671	1.096513296472095	1
BICDL2	-0.11091633813454156	-0.6598318893187431	2	2	0.88011988011988	0.9151	1.0007270002623636	1
ILVBL	-0.8776866022067221	-1.4475450211235332	26	29	0.797202797202797	0.7604	0.7442564927578047	0.9910230777967178
SYCE3	-0.2617237041026558	-0.8540508293546248	4	4	0.86013986013986	0.8785	0.9716491100074361	1
ELOVL7	-0.31067207493012394	-0.6598318893187431	2	2	0.699300699300699	0.7071	0.6365526589863958	0.9880986128754164
MT1DP	-0.11328553113721365	-0.7645436004508563	2	3	0.689310689310689	0.9521	1.135352029624722	1
DZANK1	-1.0508859668703168	-0.7645436004508563	2	3	0.183816183816184	0.246	-0.4991867313436909	0.8947975857684888
NUTM2F	-0.43917245851183406	-0.8540508293546248	1	4	0.106893106893107	0.7283	0.6805634633383568	0.9890879266503729
SSC5D	-0.3190106177986135	-1.0884528409990617	7	9	0.706293706293706	0.9268	1.1275700181345656	1
FAM92A	-0.9254069241358734	-0.7645436004508563	3	3	0.491508491508492	0.301	-0.28043645007031137	0.9030977337048904
ZNF320	-0.0065242171668598034	-0.7645436004508563	3	3	0.995004995004995	0.9998	1.3214712966449182	1
RUSC1-AS1	-0.4584382694641398	-0.7645436004508563	1	3	0.132867132867133	0.6472	0.5336399273808362	0.9840396353461491
WDR27	-1.6090688501401689	-0.6598318893187431	2	2	0.156843156843157	0.0653	-1.7305522758312557	0.8313726720674506
TMEM213	-0.6646788164297381	-0.7645436004508563	3	3	0.6003996003996	0.4769	0.17409639982795666	0.9445155406879793
NBAS	-1.0262224378482074	-1.05293547969442	8	8	0.744255744255744	0.4351	0.040197239017903875	0.9353431312239837
TARSL2	-2.3764828041830355	-1.271601813261433	2	17	0.00571994280057199	0.0767	-1.5163481982110993	0.839127055589214
C9orf106	-2.8170785969487593	-0.7645436004508563	2	3	0.022709772902271	0.006	-3.578227869952703	0.7058439317358587
TMEM218	-1.118443324087834	-0.8540508293546248	3	4	0.28971028971029	0.2587	-0.4337075262100947	0.8955701894152898
SMCO3	-0.8264639969994603	-0.8540508293546248	3	4	0.372627372627373	0.4222	0.04525323923738522	0.9288801842394171
HYKK	-0.2963665234146545	-0.8540508293546248	4	4	0.843156843156843	0.849	0.9148212810635343	0.9994030899940309
MYBPHL	-2.178773657486549	-1.05293547969442	4	8	0.107892107892108	0.0658	-1.6941382635766036	0.8313726720674506
DCDC2B	-0.5963849055247927	-0.9730256951716026	3	6	0.298701298701299	0.6835	0.5930123918201426	0.9880986128754164
FUOM	-0.39258929028793693	-0.6598318893187431	2	2	0.636363636363636	0.6198	0.48720952411251983	0.9803055466407153
NKRF	-3.0281314203080867	-1.2648321785273948	11	16	0.283716283716284	0.0285	-2.395236660358909	0.7686087323471043
VWA8	-0.981694426989691	-1.2199258623690674	4	14	0.132867132867133	0.5681	0.3347265425704415	0.9690503450658546
ORC5	-1.8016805892816825	-1.4791567415577298	22	31	0.502497502497502	0.2731	-0.41152342755174165	0.9002067535181966
GTPBP10	-1.920231763403696	-1.05293547969442	1	8	0.001509984900151	0.1047	-1.3050897092254805	0.8482097883488453
DLX6-AS1	-0.10428631877763596	-0.7645436004508563	3	3	0.923076923076923	0.9593	1.1510405477389594	1
DYNC1I1	-1.0979212134546485	-1.388833637652593	1	23	0.003609963900361	0.5903	0.37801380688008057	0.9757740056613233
DENND11	-0.24305521081703346	-0.9120858029201214	5	5	0.894105894105894	0.9156	1.065838908723673	1
AGK	-0.67372926825055	-1.182564572890008	6	12	0.34965034965035	0.7537	0.7294795033743742	0.99065837260677
AGFG2	-0.27660539633256315	-0.6598318893187431	2	2	0.727272727272727	0.7421	0.6986595623311672	0.9893450755807144
HIST1H2AK	-0.6263530051817694	-1.1525232599883395	7	11	0.482517482517482	0.77	0.7518876098437478	0.9912816642712238
MTMR11	-0.40068837999027906	-0.6598318893187431	1	2	0.223776223776224	0.6126	0.47244408756186024	0.9796286346105918
NDUFAF3	-1.0106673705276725	-1.333928770978115	4	21	0.0850291497085029	0.6129	0.4390185533173416	0.9796286346105918
AGO2	-1.308698890590344	-1.3298777509165731	15	20	0.543456543456543	0.4379	0.028775237564072152	0.9357728322421824
LRP5L	-1.8000966886113976	-0.7645436004508563	1	3	0.00530994690053099	0.059	-1.8053017011617238	0.8215931142115547
PI4KAP2	-0.8322057062235749	-0.6598318893187431	2	2	0.383616383616384	0.2807	-0.3142544100687358	0.9008871084387998
XIRP2	-0.8760395320338166	-0.7645436004508563	3	3	0.510489510489511	0.3299	-0.19437322650147354	0.9151503535522895
CLEC18A	-1.0930789821984288	-1.1525232599883395	10	11	0.672327672327672	0.4444	0.08494477887727535	0.9384758927569294
VPS37C	-1.6516572332564965	-1.4310251125001274	1	27	8.34999165000835e-4	0.3187	-0.2834000292772872	0.9122813611495993
CCDC151	-1.7444695246007094	-1.390841024037652	1	24	7.56999243000757e-4	0.2648	-0.463560218777245	0.8955701894152898
PSD	-0.8936542965449177	-0.9120858029201214	3	5	0.271728271728272	0.4182	0.029363405609490526	0.9288575412983366
PATJ	-1.0169943760009938	-1.018453550896148	1	7	0.014339856601434	0.4168	0.002231273522054403	0.9288575412983366
CARNS1	-0.3119138034672749	-0.6598318893187431	2	2	0.698301698301698	0.7061	0.6342888658192275	0.9880986128754164
MEGF11	-1.3868999532787867	-0.6598318893187431	1	2	0.020729792702073	0.0973	-1.3255165408661131	0.8470423887077344
CCDC88B	-0.8211206053582402	-0.7645436004508563	3	3	0.532467532467532	0.363	-0.09863189475622589	0.9227632044128173
KLHL33	-0.15127616336281302	-0.6598318893187431	2	2	0.84015984015984	0.8723	0.9271470720845814	1
GOLGA6B	-0.32821992354513435	-0.6598318893187431	2	2	0.685314685314685	0.6866	0.6045612062617042	0.9880986128754164
TMEM8B	-0.8390182036073979	-0.6598318893187431	2	2	0.380619380619381	0.2781	-0.3266742623693324	0.9006030079968559
GOLGA6L9	-0.1547185351865991	-0.6598318893187431	1	2	0.452547452547453	0.8692	0.9208712899144947	0.9998106768985962
TBC1D3F	-1.1284559449309495	-0.7645436004508563	3	3	0.420579420579421	0.2123	-0.6344161222392236	0.886255170809055
C5orf60	-0.5087485568123193	-0.9120858029201214	2	5	0.222777222777223	0.7115	0.6425603482312975	0.9880986128754164
WIPF3	-0.4059903085145726	-0.7645436004508563	3	3	0.732267732267732	0.6903	0.6250735720749058	0.9880986128754164
FBLL1	-0.18535615343598624	-0.6598318893187431	1	2	0.410589410589411	0.8412	0.8650159006114432	0.9993133808351802
CCDC69	-0.22183267626908335	-0.8540508293546248	4	4	0.88011988011988	0.9063	1.0370860620553175	1
METTL15	-1.8140284161160074	-0.9730256951716026	5	6	0.322677322677323	0.0977	-1.3241397341540264	0.8470423887077344
PRR19	-0.17676793453474698	-0.7645436004508563	3	3	0.873126873126873	0.9009	1.0246818069604497	1
ZNF233	-0.6886717509329727	-0.6598318893187431	2	2	0.452547452547453	0.3641	-0.052577902263703076	0.9227632044128173
CCDC85C	-1.2779986454113754	-1.4769036148643104	1	33	0.001639983600164	0.539	0.25802153732262456	0.9591761675850352
NUTM2B	-0.2437265514660261	-0.6598318893187431	1	2	0.344655344655345	0.7766	0.7586009280374194	0.9912816642712238
LRRIQ3	-0.6115736638463094	-0.8540508293546248	1	4	0.0677193228067719	0.5852	0.39775777947541713	0.9745830090133545
GOLGA8A	-0.20075621190633003	-0.6598318893187431	1	2	0.391608391608392	0.8253	0.8369400804171625	0.9954342462692313
ZSWIM8	-1.1108554437746614	-1.1525232599883395	7	11	0.380619380619381	0.4373	0.05954254246437457	0.9357728322421824
MYH7B	-1.3017998006830858	-1.4223019580579845	26	26	0.891108891108891	0.4935	0.15577800335515346	0.948441140220968
ARHGAP32	-2.352740927981615	-1.2648321785273948	1	16	2.77999722000278e-4	0.0828	-1.4777973347203743	0.8419427379971166
SRRM4	-0.578941916968085	-0.6598318893187431	2	2	0.513486513486514	0.4485	0.1474703699087138	0.940077248392616
SOBP	-0.30746484961222664	-0.6598318893187431	1	2	0.287712287712288	0.711	0.6423997459647494	0.9880986128754164
POM121C	-0.16679324768691425	-0.9120858029201214	2	5	0.410589410589411	0.9594	1.1873325571743656	1
ZNF839	-1.4043226576470607	-0.8540508293546248	2	4	0.0859591404085959	0.1525	-0.9026619066197029	0.8702757989725652
RARG	-2.1780943539724227	-1.333928770978115	19	21	0.639360639360639	0.1201	-1.1464540848057942	0.8529510280169755
TAB1	-2.478220100035475	-1.7974414239613268	2	76	0.00110999889000111	0.1899	-0.7922957300520485	0.8862228255288949
SFI1	-0.47385458094584687	-1.182564572890008	12	12	0.913086913086913	0.8749	1.016025044343578	1
ZNF785	-0.4384797756020585	-1.018453550896148	1	7	0.0626793732062679	0.8304	0.8868574511507388	0.9978847715304249
UPRT	-0.9998982169370396	-0.9730256951716026	6	6	0.681318681318681	0.3973	-0.04231017681675996	0.9240240843253278
CYSRT1	-1.3678430639254722	-1.018453550896148	1	7	0.00623993760062399	0.2396	-0.5342632825542204	0.8928213487062509
FAM171A2	-1.1544770658961478	-1.05293547969442	8	8	0.717282717282717	0.3677	-0.15279770212266827	0.9227632044128173
PHF20L1	-0.8295186051473531	-1.4000959100383406	12	25	0.35964035964036	0.766	0.7525772192774698	0.9912816642712238
C2orf74	-0.07203822522260489	-0.4795428622692107	1	1	0.847152847152847	0.8643	0.8534843241697475	0.9994030899940309
MIF4GD	-0.5103806731492304	-1.2006073946909588	12	13	0.825174825174825	0.8647	0.9865494037748797	0.9994030899940309
GH1	-0.597827217072084	-1.018453550896148	2	7	0.138861138861139	0.711	0.6431939066778193	0.9880986128754164
HIST1H4J	-0.8012451647069948	-1.2199258623690674	6	14	0.273726273726274	0.6867	0.5882663727657582	0.9880986128754164
SRSF3	-1.1981704428746698	-1.8613143124414147	45	86	0.435564435564436	0.7689	0.7730546032122037	0.9912816642712238
IP6K2	-0.3963401342078998	-0.9120858029201214	5	5	0.833166833166833	0.7972	0.8216392601588153	0.9913381361698316
CENPBD1	-0.5771090073120377	-0.7645436004508563	1	3	0.0974490255097449	0.5425	0.3267587086733757	0.9610074457508172
SPECC1L	-2.799362520637814	-1.4426629380281555	3	28	0.00826991730082699	0.0586	-1.7717865925748708	0.821434156143857
KLHL42	-2.857393097052166	-1.390841024037652	19	24	0.471528471528472	0.0497	-1.9224559070673812	0.8195191716783378
MYO9A	-1.4851175189664163	-1.0884528409990617	7	9	0.418581418581419	0.2275	-0.5812875673349597	0.8875432946002036
TSPOAP1	-2.151595348804971	-1.3023047480109295	10	18	0.258741258741259	0.1196	-1.1523535070322222	0.8529510280169755
VWC2L	-0.21541754354507425	-0.7645436004508563	1	3	0.268731268731269	0.8668	0.9573031223779725	0.9996721600567215
GOLM1	-1.3909398920273057	-1.4475450211235332	1	29	0.001429985700143	0.4594	0.07392842406950746	0.9421830801246907
ERVK3-1	-0.38077395708718553	-0.9120858029201214	5	5	0.839160839160839	0.8077	0.8464378828693072	0.9930625152490995
EIF3H	-0.7831168495295255	-1.564949928798936	3	42	0.033409665903341	0.86	0.97830969738951	0.9994030899940309
UBE2K	-2.879657306914268	-1.7156853507573009	25	63	0.221778221778222	0.0935	-1.3734355244122864	0.8456487684564876
ERVV-1	-0.820275512075469	-0.6598318893187431	1	2	0.0787292127078729	0.2877	-0.29250449357133407	0.9008871084387998
SGSM2	-1.2601206020262186	-1.2006073946909588	9	13	0.433566433566434	0.3869	-0.08506294726200599	0.9227632044128173
SGSM3	-1.4697218336358802	-0.9730256951716026	4	6	0.242757242757243	0.1824	-0.7820368190995394	0.8862228255288949
C22orf46	-0.6175385541657743	-0.7645436004508563	2	3	0.31968031968032	0.5137	0.2562770206298429	0.9502050520111149
HBA2	-1.0338280643294426	-1.333928770978115	9	21	0.273726273726274	0.5996	0.4075642124263145	0.9776151412975277
FRA10AC1	-1.8149307388425697	-1.4310251125001274	2	27	0.00699993000069999	0.2486	-0.49312341907506546	0.8955701894152898
SELENOF	-3.4098070705644763	-1.05293547969442	7	8	0.250749250749251	0.0067	-3.546572165690809	0.7058439317358587
MINDY1	-1.875968944074296	-0.9730256951716026	1	6	0.002229977700223	0.0886	-1.4216636923784969	0.8456487684564876
ZNF587B	-0.08950969816622187	-0.6598318893187431	1	2	0.568431568431568	0.939	1.0397534088874751	1
NACA	-3.2262006771007083	-1.352269026482194	16	22	0.364635364635365	0.0258	-2.494184276846251	0.7616631030960831
AR	-0.9252007073284579	-1.634858793559276	2	50	0.011859881401186	0.8142	0.8709666964170396	0.9930625152490995
THRB	-1.0347939652584228	-1.182564572890008	5	12	0.213786213786214	0.5155	0.21184777959697257	0.9502050520111149
RORC	-0.2454942030379225	-0.9730256951716026	6	6	0.91008991008991	0.93	1.1454818546850536	1
VDR	-0.7270363303734303	-1.4000959100383406	3	25	0.0600593994060059	0.8231	0.8877487809807938	0.994698491861453
HNF4G	-1.983159484530925	-1.24298403431473	4	15	0.0600593994060059	0.1359	-1.0323999403560409	0.8654880357516548
RXRA	-2.374061326268307	-1.4475450211235332	5	29	0.037669623303767	0.1097	-1.2100650843427008	0.8482097883488453
RXRG	-3.066839867055704	-1.388833637652593	9	23	0.11988011988012	0.0373	-2.1804140008594444	0.7922758543817748
ESRRG	-0.5646247820050843	-1.3298777509165731	20	20	0.937062937062937	0.8837	1.0397318664861497	1
PPARA	-1.5594807221661215	-1.1114550179474953	6	10	0.267732267732268	0.2118	-0.6657394775393218	0.886255170809055
RARB	-0.4591117854646464	-1.2648321785273948	16	16	0.936063936063936	0.9089	1.0944773171420172	1
HNF4A	-0.5989330186118549	-1.271601813261433	3	17	0.102897102897103	0.8389	0.9231764535191416	0.9991398120461925
FBH1	-3.263156296209152	-1.24298403431473	3	15	0.010979890201098	0.0165	-2.8177450658212817	0.7533749387492191
SUMO1P1	-1.475790580452383	-1.4426629380281555	21	28	0.563436563436563	0.403	-0.04326316116200073	0.9272881079941273
PHETA1	-0.15127616336281302	-0.6598318893187431	2	2	0.84015984015984	0.8723	0.9271470720845814	1
SMLR1	-1.030495429279575	-0.6598318893187431	1	2	0.047749522504775	0.1903	-0.6757560642095137	0.8862228255288949
H3F3B	-1.3392373285389487	-1.0884528409990617	6	9	0.338661338661339	0.288	-0.36750916525873	0.9008871084387998
DNASE2	-0.6322001139484109	-1.018453550896148	2	7	0.131868131868132	0.6872	0.5906331513282366	0.9880986128754164
AGPS	-2.0754372402434615	-1.24298403431473	6	15	0.12987012987013	0.1165	-1.1611093557601666	0.8518422523944789
KIF2A	-1.0329068686707878	-1.6120651773771604	42	45	0.855144855144855	0.7465	0.7050822883464586	0.98980147971824906
SGK1	-2.370151690602819	-1.3298777509165731	14	20	0.384615384615385	0.0849	-1.4133966268767026	0.8446562229536044
DDX39A	-1.8660826421964216	-1.7456643288762095	10	65	0.0692793072069279	0.3741	-0.14133023258586302	0.9227632044128173
PDLIM1	-1.1515921313734994	-1.388833637652593	23	23	0.891108891108891	0.5619	0.3082734097238271	0.9665294281199508
ACOT7	-1.824882504860975	-1.4000959100383406	1	25	6.02999397000603e-4	0.2323	-0.560282912723003	0.8897673561956229
GPR25	-0.2154494251972922	-1.05293547969442	3	8	0.365634365634366	0.9621	1.2602318860049802	1
MYO1C	-3.0199812863754087	-2.061237440132652	9	136	0.018289817101829	0.1502	-1.0628044145827822	0.8690856493632781
MYO1F	-0.17092150472882578	-0.8540508293546248	1	4	0.244755244755245	0.9418	1.120600377722499	1
SNAP23	-0.5540036398002599	-1.4769036148643104	3	33	0.0558094419055809	0.931	1.19719517826016	1
HAX1	-2.8532365916266156	-1.8852128109274722	4	91	0.005239947600524	0.1349	-1.099682064904233	0.8654880357516548
EYA2	-1.253038052269613	-0.8540508293546248	3	4	0.258741258741259	0.201	-0.654495739807246	0.8862228255288949
AIP	-1.6940572663226074	-1.4000959100383406	2	25	0.00877991220087799	0.2887	-0.38772768946657343	0.9008871084387998
KCNK1	-0.07060306935052661	-0.8540508293546248	1	4	0.377622377622378	0.9885	1.285162009795652	1
STXBP3	-0.3643202311904069	-1.0884528409990617	3	9	0.261738261738262	0.9034	1.0611715803397823	1
AP4M1	-1.290262674341419	-1.390841024037652	8	24	0.178821178821179	0.4751	0.13184492119612487	0.9445155406879793
BRD8	-2.52750870722579	-1.6727318809418674	40	53	0.562437562437562	0.1461	-1.030359300374465	0.8669080950377962
C11orf58	-3.149496053986323	-1.5800901984894173	34	44	0.527472527472527	0.0473	-1.9590510701162218	0.8195191716783378
KIFAP3	-2.128543617566772	-1.8852128109274722	60	91	0.527472527472527	0.3282	-0.27642556849859284	0.9151503535522895
RAB27B	-0.3102180859081496	-0.7645436004508563	1	3	0.200799200799201	0.7777	0.7920353226332802	0.9913381361698316
SULT2B1	-0.8055100021346473	-1.018453550896148	7	7	0.767232767232767	0.5531	0.32561915889706633	0.9644301100401229
TLR4	-0.43879427771637425	-0.6598318893187431	2	2	0.603396603396603	0.5772	0.4029732907489949	0.9735145331417097
RHOD	-0.6426568156624082	-1.3023047480109295	18	18	0.921078921078921	0.8329	0.8950382914136518	0.998289926690757
APBB1	-1.2311386029080196	-1.2648321785273948	13	16	0.593406593406593	0.4338	0.045768798414841154	0.9344490678266638
LGALS8	-3.2211575756819135	-1.9024852019210594	10	98	0.029159708402916	0.0889	-1.5017969261644992	0.8456487684564876
NDUFS8	-1.1268274146186172	-1.5800901984894173	21	44	0.360639360639361	0.6843	0.5657968833720204	0.9880986128754164
NFKBIE	-5.45695244710342	-1.6250721396114973	12	49	0.049389506104939	7e-4	-4.679557382748256	0.5073892610738926
PSMD11	-2.7264970525500796	-1.9153256073905924	25	99	0.138861138861139	0.17	-0.9238168858885717	0.8835679085654089
PSMD12	-2.5907779429795923	-1.741041195879735	18	70	0.127872127872128	0.1497	-1.0082989784895766	0.8688490090177083
PSMD9	-1.0409120127174976	-1.7974414239613268	40	76	0.443556443556444	0.8182	0.8804550483922502	0.9941495841795955
RNF103	-0.7087250171709301	-1.05293547969442	2	8	0.102897102897103	0.6409	0.5179608639920485	0.9836418776502035
BMPR1B	-1.5487244742672976	-1.7078733362694425	4	61	0.018869811301887002	0.499	0.1882825990165005	0.9500995949371491
SIRPB1	-0.21743651828897337	-0.8540508293546248	1	4	0.207792207792208	0.9092	1.0442974876455418	1
ATOX1	-2.047290502251937	-1.0884528409990617	7	9	0.337662337662338	0.0874	-1.4051173258857619	0.8456487684564876
F2RL2	-0.3274890175755866	-1.05293547969442	4	8	0.427572427572428	0.9088	1.0916369988997745	1
PGRMC1	-0.40191961192499864	-1.333928770978115	1	21	0.023749762502375	0.957	1.2657536969024514	1
SUPT5H	-1.4853540101250517	-1.962196486744333	3	112	0.00617993820061799	0.6629	0.5325138674808814	0.9864420264364496
DFFA	-1.161734453696273	-1.506973536405177	29	34	0.728271728271728	0.6167	0.4340372576227015	0.9796286346105918
RFXAP	-0.5779091339478759	-0.9120858029201214	1	5	0.0595394046059539	0.6505	0.5323799843870344	0.9850425317936098
HIP1	-1.4626115722906041	-1.2648321785273948	16	16	0.81018981018981	0.3226	-0.26866027239188167	0.9126784534478548
LEFTY2	-0.16511207671974298	-0.7645436004508563	1	3	0.318681318681319	0.9099	1.045001711543327	1
TULP1	-0.3889108524490823	-0.9730256951716026	4	6	0.533466533466533	0.8431	0.9196755887893835	0.9993133808351802
TULP2	-0.18091015974950778	-0.8540508293546248	4	4	0.901098901098901	0.9366	1.10421506064473	1
CLIC1	-2.972496286014648	-1.513468440047629	2	36	0.001319986800132	0.0547	-1.8574081546272716	0.8195191716783378
EIF3F	-1.278031586876965	-1.6727318809418674	9	53	0.0924790752092479	0.6419	0.475776958786228	0.9837138735106081
CACNB4	-0.6539093616790735	-0.8540508293546248	4	4	0.68631368631368606	0.54990000000000006	0.32831060853376814	0.9632068926606167
WWP2	-3.190878881679376	-1.5800901984894173	2	44	8.34999165000835e-4	0.0451	-2.010708245086326	0.8187098187688157
CDC7	-2.102257034190309	-1.3105829918693954	12	19	0.335664335664336	0.1271	-1.0704340803320505	0.857787267525241
ARNTL	-1.367848745595517	-1.506973536405177	19	34	0.398601398601399	0.4957	0.1749087681398809	0.948441140220968
PIK3CD	-0.48715908418071785	-1.1114550179474953	2	10	0.115884115884116	0.8391	0.9276665264120769	0.9991398120461925
PDHX	-0.5772875625163922	-1.3023047480109295	6	18	0.244755244755245	0.8657	0.9837340665046047	0.9994030899940309
SULT1C2	-0.3687493103495311	-1.0884528409990617	5	9	0.47052947052947097	0.901	1.054681038597739	1
MATN2	-1.4340932840391636	-1.018453550896148	6	7	0.452547452547453	0.2144	-0.6355687274743996	0.886255170809055
SLC1A7	-0.5738870687707514	-0.6598318893187431	2	2	0.516483516483517	0.4527	0.1566858549908658	0.940077248392616
QSOX1	-0.7304324477432542	-1.0884528409990617	1	9	0.022609773902261	0.6488	0.5246567567306852	0.9845840057142611
DCTN6	-0.46134591166929373	-1.2006073946909588	3	13	0.15984015984016	0.8905	1.0566353816028917	1
WASL	-0.303864058965186	-1.4769036148643104	33	33	0.979020979020979	0.9897	1.5216787714545195	1
FOXN3	-0.944590163865647	-1.018453550896148	3	7	0.178821178821179	0.4622	0.11294699509820802	0.9442109631503697
IPO5	-1.3285815767796636	-1.7156853507573009	54	63	0.762237762237762	0.6289	0.4567653644941032	0.9822351508539899
SAP18	-1.9689860614636476	-1.7840709614304107	55	72	0.629370629370629	0.349	-0.21552888973346465	0.9227632044128173
EML1	-1.337416843640165	-1.018453550896148	4	7	0.21978021978022	0.2527	-0.48773752342537763	0.8955701894152898
IGF2BP3	-0.822907449383959	-1.6984045684479603	2	58	0.011829881701183	0.8771	1.0458178897030088	1
DNM1L	-0.5935818219326232	-1.4310251125001274	1	27	0.010839891601084	0.8945	1.0756885817499322	1
PIK3C2A	-1.759955136495274	-1.5428362010187868	29	37	0.605394605394605	0.319	-0.27335810152992107	0.9122813611495993
PLK4	-1.050705591092649	-1.388833637652593	6	23	0.138861138861139	0.6195	0.439366144108302	0.9803055466407153
SYT5	-1.0849711007414433	-0.9730256951716026	3	6	0.185814185814186	0.3518	-0.17625550533838577	0.9227632044128173
LST1	-1.3650130979818755	-0.8540508293546248	3	4	0.235764235764236	0.1641	-0.8381787907279336	0.8758759111473211
IFRD1	-0.38741393158251486	-0.8540508293546248	3	4	0.561438561438561	0.7748	0.7654677746254276	0.9912816642712238
PIK3R2	-2.904140426538637	-1.8140350463435841	4	82	0.00563994360056399	0.1118	-1.2812030337672529	0.8511529912097547
TRAF5	-1.7819301551228186	-1.352269026482194	1	22	7.56999243000757e-4	0.2297	-0.5718746631307219	0.8879697974832879
AGRN	-1.2600574678438339	-1.018453550896148	4	7	0.231768231768232	0.2894	-0.3694446940529501	0.9008871084387998
PLOD2	-0.8087758639682439	-1.5428362010187868	18	37	0.391608391608392	0.8357	0.9242000920103122	0.998671685205255
MEIS1	-0.8331344123426095	-1.0884528409990617	8	9	0.669330669330669	0.5758	0.3741533757177843	0.9728508305115687
EXOC5	-1.6826683210027078	-1.6120651773771604	9	45	0.0927490725092749	0.3842	-0.08595409117611942	0.9227632044128173
ELL2	-1.5863742350333454	-1.2648321785273948	1	16	0.001639983600164	0.2766	-0.4367774359231747	0.9002067535181966
BTN3A3	-0.8632671393857743	-0.8540508293546248	4	4	0.608391608391608	0.3997	-0.015118367971937096	0.9255987706577034
HMGN4	-1.0085010844611588	-0.9120858029201214	3	5	0.244755244755245	0.3518	-0.15360008895699448	0.9227632044128173
NR5A2	-0.6204063083870993	-1.2006073946909588	6	13	0.332667332667333	0.7987	0.8292884321894588	0.9913381361698316
PSMD14	-2.097106102869789	-1.825618244389993	2	81	0.001639983600164	0.3184	-0.3157434440515002	0.9122813611495993
BIN1	-0.7604266745959333	-1.271601813261433	10	17	0.445554445554446	0.7396	0.7015411676502801	0.9893209057529543
ADAM3B	-0.23108331511073102	-0.6598318893187431	1	2	0.357642357642358	0.7917	0.7816507905602552	0.9913381361698316
STK25	-2.0972107440691974	-1.5800901984894173	36	44	0.639360639360639	0.2169	-0.6455089705756166	0.8864666451892335
