Chr	Gene	nSNPs	nSims	Start	Stop	Test	Pvalue	Top.0.1.pvalue	Best.SNP	SNP.pvalue
1	LOC100129534	11	1000	2231852	2334100	12.7998812811972	0.315684315684316	0.412587412587413	rs2173049	0.0690399999999999
1	RER1	10	1000	2273213	2386885	7.49541231448325	0.543456543456543	0.58041958041958	rs2645082	0.1638
1	PEX10	6	1000	2286240	2394010	3.45623250728931	0.71028971028971	0.656343656343656	rs2840542	0.1818
1	PLCH2	4	1000	2357753	2486964	0.444501022311949	0.948051948051948	0.97002997002997	rs2236397	0.6892
1	PANK4	4	1000	2389974	2508035	1.14925780089971	0.808191808191808	0.768231768231768	rs4310388	0.3947
1	HES5	4	1000	2410183	2511684	1.14925780089971	0.795204795204795	0.748251748251748	rs4310388	0.3947
1	LOC115110	4	1000	2431358	2534284	1.41320780434584	0.683316683316683	0.684315684315684	rs4310388	0.3947
1	LOC100133445	4	1000	2437207	2538450	1.41320780434584	0.695304695304695	0.695304695304695	rs4310388	0.3947
1	TNFRSF14	4	1000	2437804	2545267	1.41320780434584	0.703296703296703	0.684315684315684	rs4310388	0.3947
1	FAM213B	3	1000	2467898	2572908	2.19419633119453	0.430569430569431	0.557442557442557	rs11590198	0.304199999999999
1	MMEL1	3	1000	2472080	2614481	2.19419633119453	0.445554445554446	0.551448551448551	rs11590198	0.304199999999999
1	TTC34	8	1000	2522806	2756230	3.73440593819362	0.616383616383616	0.748251748251748	rs11590198	0.304199999999999
1	LINC00982	3	1000	2926180	3034289	2.12447315003677	0.527472527472527	0.440559440559441	rs2993493	0.1891
1	PRDM16	46	1000	2935741	3405185	34.2217782366221	0.775224775224775	0.842157842157842	rs4233024	0.0691200000000002
1	MIR4251	11	1000	2994538	3094599	5.66593069915975	0.739260739260739	0.503496503496504	rs6698974	0.0957500000000004
1	ARHGEF16	12	1000	3321146	3447677	12.1445735475665	0.413586413586414	0.567432567432567	rs12059504	0.0731600000000002
1	MEGF6	6	1000	3354505	3578059	4.79176691054454	0.531468531468531	0.317682317682318	rs12059504	0.0731600000000002
1	TPRG1L	2	1000	3491555	3596694	1.01197703531957	0.533466533466533	0.524475524475524	rs3765692	0.3589
1	WRAP73	2	1000	3497330	3616671	1.01197703531957	0.563436563436563	0.543456543456543	rs3765692	0.3589
1	TP73	12	1000	3519128	3702765	6.53451404738931	0.823176823176823	0.781218781218781	rs3765764	0.1036
1	TP73-AS1	10	1000	3602547	3713937	5.52253701206974	0.754245754245754	0.686313686313686	rs3765764	0.1036
1	CCDC27	10	1000	3618964	3738209	5.52253701206974	0.767232767232767	0.691308691308691	rs3765764	0.1036
1	SMIM1	7	1000	3639324	3742546	1.52102926366567	0.963036963036963	0.983016983016983	rs11589885	0.5216
1	LRRC47	7	1000	3646783	3763068	1.11113198665195	0.961038961038961	0.981018981018981	rs8379	0.5812
1	CEP104	15	1000	3678644	3823797	14.4541487973282	0.433566433566434	0.310689310689311	rs3205087	0.0264300000000001
1	DFFB	10	1000	3723830	3851993	14.0856007036311	0.222777222777223	0.223776223776224	rs3205087	0.0264300000000001
1	C1orf174	10	1000	3755696	3866857	14.0856007036311	0.208791208791209	0.1998001998002	rs3205087	0.0264300000000001
1	LINC01134	9	1000	3766967	3882011	14.0847695221313	0.193806193806194	0.151848151848152	rs3205087	0.0264300000000001
1	LOC728716	9	1000	3950671	4062643	19.4984271968513	0.0639360639360639	0.171828171828172	rs4654482	0.0268200000000001
1	LOC284661	9	1000	4422110	4534744	4.93038336599507	0.636363636363636	0.320679320679321	rs12407583	0.0976500000000002
1	AJAP1	25	1000	4665104	4893851	33.8636633136826	0.18981018981019	0.245754245754246	rs17345273	0.03125
1	MIR4417	9	1000	5574130	5674203	2.15865716491906	0.951048951048951	0.948051948051948	rs6687987	0.3745
1	MIR4689	6	1000	5872731	5972801	5.88909033938398	0.375624375624376	0.422577422577423	rs2485655	0.130699999999999
1	NPHP4	10	1000	5872867	6102533	8.07688941269458	0.487512487512487	0.634365634365634	rs2485655	0.130699999999999
1	KCNAB2	10	1000	6002357	6211253	9.85994577658506	0.404595404595405	0.515484515484515	rs17029103	0.1074
1	CHD5	11	1000	6111846	6290194	10.7880932899427	0.451548451548452	0.545454545454545	rs17029103	0.1074
1	RPL22	7	1000	6195079	6309679	4.69564912883757	0.607392607392607	0.506493506493506	rs12070308	0.128700000000001
1	RNF207	7	1000	6216188	6331359	3.85184370848739	0.67032967032967	0.473526473526474	rs12070308	0.128700000000001
1	ICMT	7	1000	6231252	6346044	3.12101792615254	0.778221778221778	0.506493506493506	rs12070308	0.128700000000001
1	LINC00337	7	1000	6246299	6349502	3.12101792615254	0.747252747252747	0.465534465534466	rs12070308	0.128700000000001
1	HES3	7	1000	6254251	6355638	3.12101792615254	0.748251748251748	0.476523476523477	rs12070308	0.128700000000001
1	GPR153	8	1000	6257405	6371035	3.12855882602574	0.806193806193806	0.508491508491508	rs12070308	0.128700000000001
1	ACOT7	7	1000	6274331	6503826	1.17092333977953	0.959040959040959	0.963036963036963	rs6675376	0.5066
1	HES2	4	1000	6425293	6529979	1.80764927265938	0.693306693306693	0.774225774225774	rs14708	0.3869
1	ESPN	5	1000	6434847	6571004	3.74920237380353	0.547452547452547	0.54045954045954	rs2986746	0.163499999999999
1	MIR4252	3	1000	6439893	6539956	1.36656585741184	0.668331668331668	0.725274725274725	rs14708	0.3869
1	TNFRSF25	5	1000	6471213	6576255	4.246867083347	0.481518481518482	0.578421578421578	rs2986746	0.163499999999999
1	PLEKHG5	6	1000	6476151	6630121	5.5204741328591	0.437562437562438	0.616383616383616	rs2986746	0.163499999999999
1	NOL9	5	1000	6531406	6664658	7.34819792497451	0.173826173826174	0.256743256743257	rs4908932	0.0748800000000006
1	TAS1R1	4	1000	6565337	6689817	5.40664482383036	0.255744255744256	0.238761238761239	rs4908932	0.0748800000000006
1	ZBTB48	3	1000	6590050	6699340	4.37156052617282	0.218781218781219	0.193806193806194	rs4908932	0.0748800000000006
1	KLHL21	3	1000	6600783	6712929	4.37156052617282	0.230769230769231	0.211788211788212	rs4908932	0.0748800000000006
1	PHF13	2	1000	6623755	6734093	3.33447383606046	0.157842157842158	0.121878121878122	rs4908932	0.0748800000000006
1	THAP3	3	1000	6634924	6745646	3.35045568362651	0.333666333666334	0.167832167832168	rs4908932	0.0748800000000006
1	DNAJC11	4	1000	6644227	6811966	2.50247366442966	0.505494505494505	0.276723276723277	rs449250	0.129299999999999
1	LOC100505887	4	1000	6734804	6840072	3.35235147273661	0.445554445554446	0.320679320679321	rs449250	0.129299999999999
1	CAMTA1	91	1000	6795383	7879766	87.9072811967213	0.473526473526474	0.545454545454545	rs2071917	0.001065
1	VAMP3	13	1000	7781328	7891492	13.6548788671979	0.373626373626374	0.303696303696304	rs10462020	0.0272799999999999
1	PER3	16	1000	7794488	7955240	13.8083901473267	0.497502497502497	0.332667332667333	rs10462020	0.0272799999999999
1	UTS2	10	1000	7857671	7963551	11.6891646281003	0.310689310689311	0.247752247752248	rs10462020	0.0272799999999999
1	TNFRSF9	2	1000	7925930	8053225	0.123206285909559	0.934065934065934	0.947052947052947	rs579992	0.77
1	ERRFI1	4	1000	8021778	8136393	0.143343569632804	0.959040959040959	0.953046953046953	rs225132	0.7653
1	SLC45A1	2	1000	8328144	8454227	0.643640355751861	0.563436563436563	0.61038961038961	rs438895	0.5534
1	RERE	6	1000	8362463	8927699	1.74520307622694	0.894105894105894	0.792207792207792	rs17383360	0.2832
1	ENO1	8	1000	8871058	8989151	4.78747178076726	0.668331668331668	0.695304695304695	rs6665631	0.2086
1	MIR6728	5	1000	8876560	8976649	1.91721438528937	0.795204795204795	0.845154845154845	rs12034719	0.3756
1	ENO1-AS1	9	1000	8888893	8989943	4.87105425814636	0.689310689310689	0.716283716283716	rs6665631	0.2086
1	CA6	20	1000	8955892	9085148	15.2425394523712	0.646353646353646	0.778221778221778	rs6699492	0.0773500000000001
1	SLC2A7	11	1000	9013358	9136404	5.39753472913868	0.813186813186813	0.757242757242757	rs7516862	0.1812
1	SLC2A5	10	1000	9047004	9179887	8.73648099644989	0.4995004995005	0.235764235764236	rs7555782	0.0161299999999999
1	GPR157	13	1e+05	9114475	9239229	21.2122193307483	0.128788712112879	0.040829591704083	rs11802925	0.00553400000000002
1	MIR34A	9	1e+05	9161726	9261836	19.0445273301579	0.0634493655063449	0.040719592804072	rs11802925	0.00553400000000002
1	H6PD	12	1000	9244862	9381394	14.6092197046978	0.282717282717283	0.335664335664336	rs1008446	0.04249
1	SPSB1	14	1000	9302940	9479590	13.9960741603496	0.376623376623377	0.534465534465534	rs12760778	0.0993599999999997
1	LOC100506022	4	1000	9435152	9539055	2.00440578482218	0.705294705294705	0.882117882117882	rs7418365	0.4199
1	SLC25A33	4	1000	9549527	9692831	4.27139397646234	0.364635364635365	0.474525474525474	rs7550613	0.164699999999999
1	TMEM201	5	1000	9598931	9724935	3.69770468935223	0.511488511488511	0.679320679320679	rs9430506	0.2447
1	PIK3CD	5	1000	9661789	9839172	4.39677220563813	0.474525474525474	0.56043956043956	rs12075554	0.1644
1	C1orf200	4	1000	9662667	9764644	2.46349181434574	0.594405594405594	0.629370629370629	rs9430506	0.2447
1	CLSTN1	2	1000	9739078	9934550	1.93406173606053	0.368631368631369	0.294705294705295	rs12075554	0.1644
1	CTNNBIP1	5	1000	9858333	10020316	0.398628736420489	0.985014985014985	0.956043956043956	rs12062953	0.5652
1	LZIC	7	1000	9939775	10052826	0.683245845548672	0.965034965034965	0.954045954045954	rs12062953	0.5652
1	NMNAT1	8	1000	9953485	10095556	0.975781792879808	0.972027972027972	0.975024975024975	rs12062953	0.5652
1	RBP7	8	1000	10007254	10126078	1.79104996909075	0.886113886113886	0.888111888111888	rs12406448	0.441
1	UBE4B	8	1000	10043040	10291296	4.79650055545857	0.712287712287712	0.773226773226773	rs6687550	0.2225
1	KIF1B	12	1000	10220763	10491661	6.85775707195103	0.653346653346653	0.549450549450549	rs17034775	0.156399999999999
1	PGD	9	1000	10409084	10530201	1.49360510259043	0.936063936063936	0.955044955044955	rs1307497	0.5291
1	APITD1	9	1000	10440158	10552872	2.1436942271737	0.901098901098901	0.867132867132867	rs607941	0.3555
1	APITD1-CORT	12	1000	10440158	10562060	6.33932561737764	0.662337662337662	0.635364635364635	rs620405	0.1925
1	CORT	12	1000	10440158	10562060	6.33932561737764	0.658341658341658	0.644355644355644	rs620405	0.1925
1	DFFA	12	1000	10470602	10582613	10.956883115403	0.406593406593407	0.372627372627373	rs2506878	0.0985800000000008
1	PEX14	30	1e+05	10485002	10740815	75.2291179124548	0.040359596404036	0.0647193528064719	rs284320	0.00574599999999998
1	CASZ1	20	1000	10646665	10906733	25.644230775748	0.201798201798202	0.103896103896104	rs284320	0.00574599999999998
1	C1orf127	8	1000	10956529	11092094	3.29998650317243	0.866133866133866	0.875124875124875	rs1769663	0.279800000000001
1	TARDBP	4	1000	11022678	11135549	0.717256274518463	0.878121878121878	0.868131868131868	rs12711521	0.5076
1	MASP2	3	1000	11036579	11157296	0.663648296420501	0.713286713286713	0.708291708291708	rs12711521	0.5076
1	SRM	5	1000	11064648	11170091	2.70366363810997	0.635364635364635	0.457542457542458	rs116295078	0.1631
1	EXOSC10	8	1000	11076675	11209938	6.73121559850226	0.482517482517482	0.312687312687313	rs77086655	0.0628599999999997
1	MTOR	23	1000	11116587	11372608	16.6161599157459	0.585414585414585	0.401598401598402	rs77086655	0.0628599999999997
1	MTOR-AS1	10	1000	11153954	11259595	12.1476949525451	0.261738261738262	0.310689310689311	rs77086655	0.0628599999999997
1	ANGPTL7	13	1000	11199345	11306038	8.61364011997453	0.564435564435564	0.354645354645355	rs1770345	0.0782700000000001
1	UBIAD1	8	1000	11283254	11398491	4.05538940690723	0.601398601398601	0.619380619380619	rs17229130	0.219800000000001
1	PTCHD2	3	1000	11489294	11647640	4.94428675534279	0.160839160839161	0.240759240759241	rs17036930	0.1022
1	LOC101929181	5	1000	11619587	11723411	2.89747870160911	0.607392607392607	0.745254745254745	rs12139487	0.316899999999999
1	FBXO2	13	1000	11658417	11764888	6.8375620397057	0.836163836163836	0.831168831168831	rs6694489	0.1327
1	FBXO44	13	1000	11664431	11773384	7.63297496872811	0.793206793206793	0.844155844155844	rs6694489	0.1327
1	FBXO6	12	1000	11674149	11784409	8.62641318690703	0.668331668331668	0.583416583416583	rs9430631	0.09747
1	MAD2L2	12	1000	11684536	11801678	8.62641318690703	0.693306693306693	0.593406593406593	rs9430631	0.09747
1	DRAXIN	12	1000	11701780	11830336	8.62641318690703	0.665334665334665	0.601398601398601	rs9430631	0.09747
1	AGTRAP	10	1000	11746141	11860828	6.82433330244865	0.658341658341658	0.471528471528472	rs9430631	0.09747
1	C1orf167	13	1000	11772249	11899642	7.93578341279991	0.645354645354645	0.555444555444555	rs9430631	0.09747
1	MTHFR	12	1000	11795786	11916160	4.27939041397129	0.807192807192807	0.734265734265734	rs503040	0.237400000000001
1	CLCN6	17	1000	11816152	11953201	10.3562191162839	0.672327672327672	0.472527472527473	rs12562819	0.0344999999999999
1	NPPA-AS1	15	1000	11850375	11957673	10.2013662017939	0.618381618381618	0.430569430569431	rs12562819	0.0344999999999999
1	NPPA	13	1000	11855766	11957840	10.0992117245905	0.567432567432567	0.415584415584416	rs12562819	0.0344999999999999
1	NPPB	14	1000	11867520	11968992	12.4537275320573	0.455544455544456	0.378621378621379	rs12562819	0.0344999999999999
1	KIAA2013	12	1000	11929644	12036485	8.90580339840833	0.481518481518482	0.678321678321678	rs11121840	0.272699999999999
1	PLOD1	11	1000	11944723	12085599	8.86708117947501	0.400599400599401	0.6003996003996	rs11121840	0.272699999999999
1	TNFRSF8	18	1e+05	12073433	12254264	23.7316913060403	0.209287907120929	0.0597894021059789	rs1148458	0.001893
1	MIR7846	30	1000	12176999	12277095	38.4430205676197	0.207792207792208	0.147852147852148	rs1148458	0.001893
1	TNFRSF1B	32	1000	12177059	12319277	41.5088574828318	0.180819180819181	0.147852147852148	rs1148458	0.001893
1	MIR4632	28	1000	12201769	12301830	38.0785633818644	0.172827172827173	0.130869130869131	rs1148458	0.001893
1	VPS13D	32	1000	12240112	12622098	26.4079167641495	0.608391608391608	0.682317682317682	rs5746073	0.0635799999999998
1	SNORA59A_1	5	1000	12517299	12617451	1.72324013754733	0.868131868131868	0.889110889110889	rs12137084	0.3814
1	SNORA59B_1	5	1000	12517299	12617451	1.72324013754733	0.857142857142857	0.891108891108891	rs12137084	0.3814
1	DHRS3	14	1000	12577938	12727737	11.0620313493572	0.571428571428571	0.537462537462537	rs3000896	0.0609800000000001
1	MIR6730	12	1000	12588984	12689051	7.91255231490225	0.683316683316683	0.496503496503497	rs3000896	0.0609800000000001
1	AADACL4	10	1000	12654565	12777097	10.0342759309017	0.415584415584416	0.456543456543457	rs3000896	0.0609800000000001
1	AADACL3	9	1000	12726117	12838726	8.23529550636685	0.396603396603397	0.386613386613387	rs17038468	0.0949200000000011
1	C1orf158	11	1000	12756133	12871102	13.1484883895756	0.251748251748252	0.256743256743257	rs9308457	0.04937
1	PRAMEF12	10	1000	12784990	12888048	13.1199288327916	0.247752247752248	0.255744255744256	rs9308457	0.04937
1	PRAMEF1	9	1000	12801545	12906777	10.331039575973	0.306693306693307	0.237762237762238	rs9308457	0.04937
1	PRAMEF11	2	1000	12834617	12941264	4.91319288320871	0.0999000999000999	0.108891108891109	rs9308457	0.04937
1	LOC649330	2	1e+05	12857229	12958235	4.91319288320871	0.0922890771092289	0.0892791072089279	rs9308457	0.04937
1	HNRNPCL1	2	1e+05	12857260	12958578	4.91319288320871	0.0925490745092549	0.0896191038089619	rs9308457	0.04937
1	PRAMEF2	1	1000	12866940	12971764	1.05046507602382	0.295704295704296	0.295704295704296	rs1076640	0.3054
1	PRAMEF20_2	2	1e+05	13686906	13797803	8.05934967090983	0.021289787102129	0.0725592744072559	rs6686636	0.0373599999999999
1	LRRC38	11	1000	13751444	13890242	11.4432033350146	0.405594405594406	0.225774225774226	rs6686636	0.0373599999999999
1	PDPN	18	1000	13860251	13994452	9.22459757587404	0.879120879120879	0.703296703296703	rs404658	0.0538899999999997
1	PRDM2	14	1000	13976734	14201574	23.0133735054555	0.102897102897103	0.280719280719281	rs10927938	0.0469999999999997
1	KAZN	63	1000	14875212	15494544	60.073875424969	0.482517482517482	0.67032967032967	rs3845598	0.0326
1	TMEM51-AS1	12	1000	15388310	15528960	5.06430484782169	0.811188811188811	0.881118881118881	rs4661572	0.302400000000001
1	TMEM51	12	1000	15429027	15596974	9.48964891658646	0.492507492507492	0.241758241758242	rs1752005	0.01532
1	C1orf195	9	1000	15440691	15548120	2.58444073375991	0.827172827172827	0.895104895104895	rs2235789	0.433
1	FHAD1	12	1000	15523767	15774622	8.88281135731451	0.687312687312687	0.357642357642358	rs1752005	0.01532
1	EFHD2	6	1000	15686390	15806839	1.0347771496754	0.952047952047952	0.921078921078921	rs2496321	0.4346
1	CTRC	10	1000	15714937	15823153	1.75058137582959	0.976023976023976	0.982017982017982	rs2496321	0.4346
1	CELA2A	15	1000	15733222	15848586	3.52285728132683	0.967032967032967	0.979020979020979	rs4646048	0.3871
1	CELA2B	15	1000	15752595	15867895	2.87390399320572	0.961038961038961	0.95004995004995	rs4646048	0.3871
1	CASP9	16	1000	15767895	15901285	3.27485214048959	0.942057942057942	0.938061938061938	rs4646048	0.3871
1	DNAJC16	17	1000	15803307	15948228	3.7717388187086	0.945054945054945	0.967032967032967	rs4646048	0.3871
1	AGMAT	6	1000	15848193	15961605	1.15331854499386	0.907092907092907	0.947052947052947	rs7533125	0.5266
1	DDI2	8	1000	15893952	16037552	1.37740853552004	0.894105894105894	0.939060939060939	rs12090337	0.577
1	RSC1A1	5	1000	15936363	16038217	0.774209662025525	0.854145854145854	0.857142857142857	rs12090337	0.577
1	PLEKHM2	10	1000	15960826	16111264	5.17261831401356	0.689310689310689	0.676323676323676	rs10927848	0.156899999999999
1	SLC25A34	9	1000	16012808	16117884	4.98067002941704	0.671328671328671	0.53946053946054	rs10927848	0.156899999999999
1	TMEM82	7	1000	16018986	16124292	4.41516918622282	0.607392607392607	0.497502497502497	rs10927848	0.156899999999999
1	FBLIM1	7	1000	16035254	16163084	5.36528303037971	0.503496503496504	0.548451548451548	rs10927848	0.156899999999999
1	UQCRHL	5	1000	16083656	16184194	3.35967734749039	0.502497502497502	0.687312687312687	rs1000997	0.3259
1	FLJ37453	2	1000	16110709	16224642	1.12269500279998	0.55044955044955	0.526473526473527	rs1000997	0.3259
1	SPEN	8	1000	16124358	16316950	2.78627453709356	0.835164835164835	0.733266733266733	rs742617	0.228399999999999
1	ZBTB17	12	1000	16218363	16352627	1.98560226773361	0.973026973026973	0.901098901098901	rs742617	0.228399999999999
1	C1orf64	14	1000	16280730	16383184	7.5522547926719	0.787212787212787	0.49050949050949	rs883867	0.03307
1	HSPB7	15	1000	16290522	16395285	7.81608628971426	0.81018981018981	0.526473526473527	rs883867	0.03307
1	CLCNKA	15	1000	16298485	16410545	7.81608628971426	0.76023976023976	0.485514485514486	rs883867	0.03307
1	CLCNKB	15	1000	16320230	16433821	7.83396957068309	0.794205794205794	0.493506493506494	rs883867	0.03307
1	FAM131C	16	1000	16334263	16450127	9.53849829963855	0.74025974025974	0.523476523476524	rs883867	0.03307
1	EPHA2	11	1000	16400831	16532582	3.74972016784094	0.918081918081918	0.887112887112887	rs12058819	0.2566
1	ARHGEF19	10	1000	16474598	16589104	2.01674301431609	0.955044955044955	0.905094905094905	rs12058819	0.2566
1	RSG1	8	1000	16508181	16613659	1.86081361892726	0.936063936063936	0.805194805194805	rs12058819	0.2566
1	FBXO42	11	1000	16526558	16728948	0.874792046230225	0.992007992007992	0.994005994005994	rs221048	0.6365
1	SZRD1	3	1000	16643524	16774643	1.05067898276059	0.749250749250749	0.68031968031968	rs681104	0.358
1	SPATA21	4	1000	16675137	16813919	2.01781705321889	0.677322677322677	0.793206793206793	rs681104	0.358
1	NECAP2	4	1000	16717166	16836584	2.01781705321889	0.686313686313686	0.805194805194805	rs681104	0.358
1	CROCCP3	2	1000	16743930	16869196	1.0744720666546	0.549450549450549	0.565434565434565	rs279788	0.3708
1	CROCC	2	1000	17198444	17349474	2.07738657570658	0.343656343656344	0.311688311688312	rs2647168	0.1807
1	MFAP2	3	1000	17250998	17358081	2.50208880516614	0.477522477522478	0.455544455544456	rs2647168	0.1807
1	ATP13A2	8	1000	17262452	17388423	3.51975648714146	0.737262737262737	0.604395604395604	rs2647168	0.1807
1	SDHB	14	1000	17295224	17430665	6.19832050691878	0.745254745254745	0.777222777222777	rs2647168	0.1807
1	PADI2	12	1000	17343255	17495948	4.1209339312122	0.788211788211788	0.812187812187812	rs10157828	0.3256
1	PADI1	9	1e+05	17481620	17622501	16.9814817045829	0.0870091299087009	0.0600093999060009	rs3003427	0.00859799999999997
1	PADI3	11	1000	17525592	17660727	14.2759480878602	0.248751248751249	0.105894105894106	rs3003427	0.00859799999999997
1	PADI4	16	1000	17584689	17740495	16.7746320283471	0.373626373626374	0.188811188811189	rs3003427	0.00859799999999997
1	PADI6	15	1000	17648690	17778195	9.15643370412403	0.756243756243756	0.745254745254745	rs2240337	0.1382
1	RCC2	7	1000	17683250	17816250	4.22388493722541	0.689310689310689	0.631368631368631	rs12753129	0.1577
1	ARHGEF10L	18	1e+05	17816329	18074370	35.1500742498214	0.037409625903741	0.0558794412055879	rs12742948	0.007966
1	ACTL8	15	1000	18031807	18203558	15.0277798380835	0.357642357642358	0.236763236763237	rs647325	0.02398
1	IGSF21	35	1000	18384239	18754977	36.6367974835505	0.387612387612388	0.432567432567433	rs930850	0.0166299999999999
1	KLHDC7A	9	1000	18757423	18862480	11.8188907639916	0.252747252747253	0.452547452547453	rs1568340	0.0879100000000002
1	PAX7	12	1000	18907499	19125360	8.45237279154369	0.62037962037962	0.717282717282717	rs624761	0.164500000000001
1	TAS1R2	6	1000	19116092	19236155	3.76684978775384	0.625374625374625	0.472527472527473	rs28410948	0.132900000000001
1	ALDH4A1	8	1000	19147923	19279293	3.90664327274224	0.777222777222777	0.572427572427572	rs28410948	0.132900000000001
1	MIR4695	5	1000	19159695	19259769	2.57568114605445	0.703296703296703	0.451548451548452	rs28410948	0.132900000000001
1	IFFO2	8	1000	19180773	19332826	3.51227301336991	0.824175824175824	0.573426573426573	rs28410948	0.132900000000001
1	EMC1	1	1000	19492157	19628053	0.819932164780068	0.388611388611389	0.388611388611389	rs1738023	0.3652
1	MRTO4	1	1000	19528074	19636622	0.819932164780068	0.35964035964036	0.35964035964036	rs1738023	0.3652
1	AKR7L	2	1000	19542475	19650568	0.966744922813551	0.602397602397602	0.599400599400599	rs1738023	0.3652
1	AKR7A3	3	1000	19559056	19665280	1.17302348246557	0.772227772227772	0.755244755244755	rs1738023	0.3652
1	LOC100506730	3	1000	19569740	19672230	1.17302348246557	0.736263736263736	0.731268731268731	rs1738023	0.3652
1	AKR7A2	5	1000	19579201	19688640	2.33414716231469	0.728271728271728	0.772227772227772	rs16862684	0.3137
1	PQLC2	6	1000	19588739	19708922	3.00086004079536	0.746253746253746	0.834165834165834	rs16862684	0.3137
1	CAPZB	12	1000	19615266	19862135	3.07226916562922	0.969030969030969	0.952047952047952	rs16862684	0.3137
1	MINOS1	4	1e+05	19873470	20006315	7.29612641543983	0.142168578314217	0.0880391196088039	rs7535952	0.02701
